run_no,best_fitness,genotype_hash,genotype,timestamp
1,2972.1194,9da14e2650ae86ccea03b2a2d0670d5de964d4a95b7781afdaab86ff49a2b4ed,"[-99.129265  68.40336  -23.801695 -44.674896  38.554176  12.096388
  72.81764   74.323074 -91.39883   93.94875  -71.62136  -19.496767
 100.       -66.66628   72.46244   47.621384  59.615845 -85.82141
  77.038345 -71.016945]",50
1,2971.5627,7c6f110825417ccd08d27de9f0f855bcf6ba5837ca049866d560d2318898a985,"[-99.129265  67.95142  -23.801695 -44.674896  38.554176  12.096388
  72.81764   74.323074 -91.39883   93.94875  -71.62136  -19.496767
 100.       -66.66628   72.46244   47.621384  59.615845 -85.82141
  77.038345 -71.016945]",55
1,2970.4648,d806a8c298d8a04bc0e2e29106dfaaefffa67073f092a2d51baadaa628d8008a,"[-99.16531   67.38806  -24.297821 -45.69721   39.06639   12.096388
  72.81764   74.323074 -91.39883   93.94875  -71.62136  -19.496767
 100.       -66.66628   72.46244   47.621384  59.615845 -85.82141
  77.038345 -70.94226 ]",60
1,2970.1404,58083e351dab0569d9ca418f84123cdb925aaf837cc0d6e24aa46ae0893b3ab9,"[-99.16531   67.38806  -24.297821 -45.69721   39.06639   12.096388
  72.81764   74.323074 -91.39883   93.94875  -71.62136  -19.496767
 100.       -66.66628   72.13657   47.621384  59.5799   -85.82141
  77.038345 -70.94226 ]",65
1,2970.0054,7df616c0cea6b6106c0c219d0812522e7c6634bbf1876646d1179f8eda98b009,"[-99.16531   67.38806  -24.297821 -45.69721   39.06639   11.768928
  72.81764   74.323074 -91.39883   93.94875  -71.62136  -19.496767
 100.       -66.41908   72.13657   47.621384  59.5799   -85.82141
  77.038345 -70.94226 ]",70
1,2969.4998,15d1f60865f9b929b31a8e49eebb3c00fd806586e463ebf8deb1916177b8fe6d,"[-99.16531   67.38806  -24.297821 -45.69721   39.06639   12.096388
  72.02933   74.323074 -91.39883   94.02123  -70.970825 -20.21203
 100.       -66.66628   72.13657   48.10581   59.5799   -85.82141
  77.038345 -70.94226 ]",75
1,2969.041,bf5e65cff0b450c5313367c8d779d55fc926cac03aabd2bfdffc8015d459ff5a,"[-99.16531   67.38806  -24.297821 -45.69721   39.06639   12.096388
  72.02933   74.323074 -91.39883   94.02123  -70.970825 -20.21203
  99.83238  -66.66628   72.13657   48.10581   59.5799   -85.82141
  76.74762  -70.94226 ]",80
1,2968.5789,7460f1734790c7110c0ae57caf8327d09b149ec48de5a1f12a3b511acb179318,"[-99.16531   67.38806  -24.297821 -45.69721   39.593403  11.768928
  72.02933   74.323074 -91.39883   94.02123  -70.970825 -19.87326
 100.       -66.41908   72.13657   47.96101   59.5799   -85.82141
  76.74762  -70.94226 ]",85
1,2968.474,5b293a2dc6d586ab132ac0dd10cc3da318a726ad2b254e9f7062e0f39bc0070f,"[-99.16531   67.38806  -24.504463 -45.69721   39.593403  11.768928
  72.02933   74.323074 -91.39883   94.02123  -70.970825 -19.87326
  99.62833  -66.41908   72.13657   47.96101   59.5799   -85.82141
  76.74762  -70.94226 ]",90
1,2968.3816,8d7d232db91e354835242b6ca872f7b98c9451a6cd19ec17b8cb9ac4f5eb1463,"[-99.16531   67.38806  -24.504463 -45.69721   39.593403  11.768928
  72.02933   74.323074 -91.39883   94.02123  -70.80674  -19.87326
  99.83238  -66.41908   72.13657   47.96101   59.5799   -85.82141
  76.74762  -70.94226 ]",95
1,2968.3164,3cdb14881804ad7ac95594185d5b9102f9bf6729b734376661edcca9a8951ad6,"[-99.16531   67.38806  -24.504463 -45.69721   40.609245  11.768928
  72.02933   74.323074 -91.39883   94.02123  -69.93593  -19.87326
  99.82977  -66.41908   72.210396  47.96101   59.576878 -85.82141
  76.74762  -70.94226 ]",100
1,2968.2617,d7c570a7879fe870d660a037268c76c216c72ef257c5acc8c8bc148af2960e8d,"[-99.16531   67.38806  -24.57627  -45.69721   40.609245  11.768928
  72.02933   74.323074 -91.39883   94.02123  -69.93593  -20.21203
  99.82977  -66.41908   72.210396  47.96101   59.576878 -85.82141
  76.74762  -70.94226 ]",105
1,2965.3008,940695a3a56490765a2252da35ff516f77c9da51ef0b0c440d1be9f679f6385b,"[-99.16531   67.38806  -16.200176 -45.69721   40.609245  11.836224
  72.02933   74.323074 -91.39883   94.02123  -65.887474 -20.21203
 100.       -66.41908   72.13657   47.96101   59.576878 -85.82141
  76.74762  -70.94226 ]",110
1,2965.0476,e11699d408379c200f8b201b4d417a850051034c2a335adebde5db6144db06a1,"[-99.16531   67.38806  -16.200176 -45.69721   40.609245  12.090179
  72.02933   74.16886  -91.39883   94.02123  -65.887474 -20.21203
 100.       -66.41908   72.210396  47.96101   59.576878 -85.82141
  76.74762  -70.94226 ]",120
1,2964.3325,faaa6d91ecfdc0f966b4f70c3480e73d4fe9b599206f44850850b13f99fd44c2,"[-99.16531   67.38806  -16.278143 -45.69721   40.609245  12.090179
  72.02933   74.16886  -91.39883   94.02123  -65.887474 -20.21203
 100.       -66.41908   72.210396  47.96101   59.576878 -85.91403
  76.74762  -70.94226 ]",125
1,2964.1663,fdf5a1c828700e88fc1c77428bfd127a1911e0ba1acd0c851fe7cafaec4cc1e2,"[-99.16531   67.38806  -16.279715 -45.745132  40.609245  12.090179
  72.02933   73.91788  -91.39883   94.02123  -65.887474 -20.21203
 100.       -66.41908   72.210396  47.96101   59.576878 -85.91403
  76.74762  -70.94226 ]",130
1,2964.101,3f844cf8ce7a78b6d421b2136db713d963a7d479a30414f8498bbf2efb1c9abd,"[-99.16531   67.38806  -16.279715 -45.745132  40.609245  12.090179
  72.02933   73.91788  -91.39883   94.02123  -65.887474 -20.278547
 100.       -66.41908   72.210396  47.96101   59.576878 -85.91403
  76.74762  -70.94226 ]",135
1,2964.087,09836249555482c38c3cb0b56797ed727fca22f3df506a414ceba30f30d34bb2,"[-99.16531   67.38806  -16.279715 -45.745132  40.45743   12.090179
  72.02933   73.91788  -91.39883   94.02123  -65.887474 -20.278547
 100.       -66.41908   72.210396  47.96101   59.576878 -85.91403
  76.74762  -70.94226 ]",140
1,2964.0337,f75f0179c3c5e26ba103f144f6f218bb7cdf53786d929012c4bbf16d4d4aee07,"[-99.16531   67.38806  -16.279715 -45.745132  40.609245  12.090179
  72.02933   73.91788  -91.39883   94.02123  -65.887474 -20.278547
 100.       -66.41908   72.210396  47.96101   59.576878 -85.91403
  76.74762  -71.08694 ]",145
